name,created_at,forks,topics,categories
TTS,2020-05-20T15:45:28Z,3329,"['deep-learning', 'glow-tts', 'hifigan', 'melgan', 'multi-speaker-tts', 'python', 'pytorch', 'speaker-encoder', 'speaker-encodings', 'speech', 'speech-synthesis', 'tacotron', 'text-to-speech', 'tts', 'tts-model', 'vocoder', 'voice-cloning', 'voice-conversion', 'voice-synthesis']",['Machine Learning']
dlib,2014-01-29T00:45:33Z,3312,"['c-plus-plus', 'computer-vision', 'deep-learning', 'dlib', 'machine-learning', 'machine-learning-library', 'python']",['Machine Learning']
labelme,2016-05-09T12:30:26Z,3233,"['annotations', 'classification', 'computer-vision', 'deep-learning', 'image-annotation', 'instance-segmentation', 'python', 'semantic-segmentation', 'video-annotation']",['Machine Learning']
pytorch-lightning,2019-03-31T00:45:57Z,3233,"['ai', 'artificial-intelligence', 'data-science', 'deep-learning', 'machine-learning', 'python', 'pytorch']",['Machine Learning']
zero-to-mastery-ml,2019-09-23T04:56:51Z,3231,"['data-science', 'deep-learning', 'machine-learning']",['Machine Learning']
TensorFlow-Course,2018-10-02T18:10:12Z,3206,"['deep-learning', 'deep-learning-tutorial', 'python', 'tensorflow']",['Machine Learning']
Open-Assistant,2022-12-13T05:24:17Z,3185,"['ai', 'assistant', 'chatgpt', 'discord-bot', 'language-model', 'machine-learning', 'nextjs', 'python', 'rlhf']",['Machine Learning']
first-order-model,2019-12-11T03:55:25Z,3163,"['deep-learning', 'generative-model', 'image-animation', 'motion-retargeting']",['Machine Learning']
Keras-GAN,2017-07-11T16:24:53Z,3151,"['deep-learning', 'gan', 'generative-adversarial-networks', 'keras', 'neural-networks']",['Machine Learning']
shap,2016-11-22T19:17:08Z,3146,"['deep-learning', 'explainability', 'gradient-boosting', 'interpretability', 'machine-learning', 'shap', 'shapley']",['Machine Learning']
PyTorch-Tutorial,2017-05-05T15:12:04Z,3120,"['autoencoder', 'batch', 'batch-normalization', 'classification', 'cnn', 'dqn', 'dropout', 'gan', 'generative-adversarial-network', 'machine-learning', 'neural-network', 'python', 'pytorch', 'pytorch-tutorial', 'pytorch-tutorials', 'regression', 'reinforcement-learning', 'rnn', 'tutorial']","['Machine Learning', 'Beginner']"
DeepLearningExamples,2018-05-02T17:04:05Z,3047,"['computer-vision', 'deep-learning', 'drug-discovery', 'forecasting', 'large-language-models', 'mxnet', 'nlp', 'paddlepaddle', 'pytorch', 'recommender-systems', 'speech-recognition', 'speech-synthesis', 'tensorflow', 'tensorflow2', 'translation']",['Machine Learning']
argo-workflows,2017-08-21T18:50:44Z,3046,"['airflow', 'argo', 'argo-workflows', 'batch-processing', 'cloud-native', 'cncf', 'dag', 'data-engineering', 'gitops', 'hacktoberfest', 'k8s', 'knative', 'kubernetes', 'machine-learning', 'mlops', 'pipelines', 'workflow', 'workflow-engine']",['Machine Learning']
t81_558_deep_learning,2016-07-31T02:32:59Z,3037,"['convolutional-neural-networks', 'deeplearning', 'gan', 'keras', 'machine-learning', 'neural-network', 'tensorflow']",['Machine Learning']
recommenders,2018-09-19T10:06:07Z,2980,"['artificial-intelligence', 'azure', 'data-science', 'deep-learning', 'jupyter-notebook', 'kubernetes', 'machine-learning', 'microsoft', 'operationalization', 'python', 'ranking', 'rating', 'recommendation', 'recommendation-algorithm', 'recommendation-engine', 'recommendation-system', 'recommender', 'tutorial']","['Machine Learning', 'Beginner']"
dgl,2018-04-20T14:49:09Z,2949,"['deep-learning', 'graph-neural-networks']",['Machine Learning']
CLIP,2020-12-16T11:24:42Z,2942,"['deep-learning', 'machine-learning']",['Machine Learning']
models,2017-04-20T13:30:15Z,2928,"['computer-vision', 'cv', 'deep-learning', 'models', 'natural-language-processing', 'neural-network', 'nlp', 'paddlepaddle', 'recommendation', 'speech']",['Machine Learning']
fashion-mnist,2017-08-25T12:05:15Z,2928,"['benchmark', 'computer-vision', 'convolutional-neural-networks', 'dataset', 'deep-learning', 'fashion', 'fashion-mnist', 'gan', 'machine-learning', 'mnist', 'zalando']",['Machine Learning']
EasyOCR,2020-03-14T11:46:39Z,2919,"['cnn', 'crnn', 'data-mining', 'deep-learning', 'easyocr', 'image-processing', 'information-retrieval', 'lstm', 'machine-learning', 'ocr', 'optical-character-recognition', 'python', 'pytorch', 'scene-text', 'scene-text-recognition']",['Machine Learning']
jetson-inference,2016-07-30T19:56:47Z,2903,"['caffe', 'computer-vision', 'deep-learning', 'digits', 'embedded', 'image-recognition', 'inference', 'jetson', 'jetson-nano', 'jetson-tx1', 'jetson-tx2', 'jetson-xavier', 'jetson-xavier-nx', 'machine-learning', 'nvidia', 'object-detection', 'robotics', 'segmentation', 'tensorrt', 'video-analytics']",['Machine Learning']
alluxio,2012-12-21T17:43:46Z,2900,"['alluxio', 'data-analysis', 'data-orchestration', 'hadoop', 'memory-speed', 'presto', 'spark', 'tensorflow', 'virtual-distributed-filesystem']",['Machine Learning']
nsfw_data_scraper,2019-01-11T02:21:40Z,2877,"['content-moderation', 'deep-learning', 'machine-learning', 'nsfw', 'nsfw-classifier', 'pornography']",['Machine Learning']
deep-learning-drizzle,2018-11-26T01:17:36Z,2875,"['artificial-intelligence-algorithms', 'artificial-neural-networks', 'bayesian-statistics', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'deep-reinforcement-learning', 'explainable-ai', 'geometric-deep-learning', 'graph-neural-networks', 'machine-learning', 'medical-imaging', 'natural-language-processing', 'optimization', 'pattern-recognition', 'probabilistic-graphical-models', 'probability', 'reinforcement-learning', 'speech-recognition', 'visual-recognition']",['Machine Learning']
python-machine-learning-book-2nd-edition,2017-02-09T05:45:15Z,2822,"['data-science', 'deep-learning', 'machine-learning', 'python', 'scikit-learn', 'tensorflow']",['Machine Learning']
cvat,2018-06-29T14:02:45Z,2820,"['annotation', 'annotation-tool', 'annotations', 'boundingbox', 'computer-vision', 'computer-vision-annotation', 'dataset', 'deep-learning', 'image-annotation', 'image-classification', 'image-labeling', 'image-labelling-tool', 'imagenet', 'labeling', 'labeling-tool', 'object-detection', 'pytorch', 'semantic-segmentation', 'tensorflow', 'video-annotation']",['Machine Learning']
llm-course,2023-06-17T22:16:25Z,2812,"['course', 'large-language-models', 'llm', 'machine-learning', 'roadmap']",['Machine Learning']
nltk,2009-09-07T10:53:58Z,2811,"['machine-learning', 'natural-language-processing', 'nlp', 'nltk', 'python']",['Machine Learning']
Awesome-pytorch-list,2017-03-01T16:58:16Z,2804,"['awesome', 'awesome-list', 'computer-vision', 'cv', 'data-science', 'deep-learning', 'facebook', 'machine-learning', 'natural-language-processing', 'neural-network', 'nlp', 'nlp-library', 'papers', 'probabilistic-programming', 'python', 'pytorch', 'pytorch-model', 'pytorch-tutorials', 'tutorials', 'utility-library']","['Machine Learning', 'Beginner']"
deep_learning_object_detection,2018-09-18T01:37:58Z,2794,"['deep-learning', 'deep-neural-networks', 'deeplearning', 'object-detection', 'objectdetection']",['Machine Learning']
PlotNeuralNet,2018-07-24T16:51:34Z,2773,"['deep-neural-networks', 'latex']",['Machine Learning']
streamlit,2019-08-24T00:14:52Z,2758,"['data-analysis', 'data-science', 'data-visualization', 'deep-learning', 'developer-tools', 'machine-learning', 'python', 'streamlit']",['Machine Learning']
MVision,2017-09-24T06:25:27Z,2742,"['cnn', 'deep-learning', 'machine-vision', 'opencv', 'pcl', 'robot', 'slam']",['Machine Learning']
spleeter,2019-09-26T15:40:46Z,2709,"['audio-processing', 'bass', 'deep-learning', 'deezer', 'drums', 'model', 'pretrained-models', 'python', 'tensorflow', 'vocals']",['Machine Learning']
DeepLearningZeroToAll,2017-02-20T06:26:23Z,2690,"['keras', 'lab', 'mxnet', 'python', 'pytorch', 'tensorflow', 'tutorial']","['Machine Learning', 'Beginner']"
mindsdb,2018-08-02T17:56:45Z,2671,"['ai', 'ai-agents', 'artificial-intelligence', 'auto-gpt', 'chatbot', 'database', 'forecasting', 'gpt', 'gpt4all', 'hacktoberfest', 'huggingface', 'llm', 'machine-learning', 'ml', 'mongodb', 'mysql', 'postgres', 'semantic-search', 'timeseries']",['Machine Learning']
Stock-Prediction-Models,2017-12-18T10:49:59Z,2658,"['deep-learning', 'deep-learning-stock', 'evolution-strategies', 'learning-agents', 'lstm', 'lstm-sequence', 'monte-carlo', 'monte-carlo-markov-chain', 'seq2seq', 'stock-market', 'stock-prediction-models', 'stock-price-forecasting', 'stock-price-prediction', 'strategy-agent', 'trading-bot']",['Machine Learning']
netron,2010-12-26T12:53:43Z,2655,"['ai', 'caffe', 'coreml', 'darknet', 'deep-learning', 'deeplearning', 'keras', 'machine-learning', 'machinelearning', 'ml', 'neural-network', 'onnx', 'paddle', 'pytorch', 'tensorflow', 'tensorflow-lite', 'visualizer']",['Machine Learning']
DCGAN-tensorflow,2015-12-11T02:06:40Z,2641,"['dcgan', 'gan', 'generative-model', 'tensorflow']",['Machine Learning']
mit-deep-learning-book-pdf,2017-04-07T10:46:50Z,2635,"['book', 'chapter', 'clear', 'deep-learning', 'deeplearning', 'excercises', 'good', 'learning', 'lecture-notes', 'linear-algebra', 'machine', 'machine-learning', 'mit', 'neural-network', 'neural-networks', 'pdf', 'print', 'printable', 'thinking']",['Machine Learning']
machinelearning-samples,2018-05-25T18:43:54Z,2630,"['algorithms', 'csharp', 'dotnet', 'machine-learning', 'ml']",['Machine Learning']
fast-style-transfer,2016-07-21T02:59:11Z,2618,"['deep-learning', 'neural-networks', 'neural-style', 'style-transfer']",['Machine Learning']
onnxruntime,2018-11-10T02:22:53Z,2603,"['ai-framework', 'deep-learning', 'hardware-acceleration', 'machine-learning', 'neural-networks', 'onnx', 'pytorch', 'scikit-learn', 'tensorflow']",['Machine Learning']
numerical-linear-algebra,2017-05-16T17:28:12Z,2588,"['algorithms', 'data-science', 'deep-learning', 'linear-algebra', 'machine-learning', 'numpy', 'python']",['Machine Learning']
text_classification,2017-05-30T14:25:42Z,2580,"['attention-mechanism', 'classification', 'convolutional-neural-networks', 'fasttext', 'memory-networks', 'multi-class', 'multi-label', 'nlp', 'sentence-classification', 'tensorflow', 'text-classification', 'textcnn', 'textrnn']",['Machine Learning']
awesome-nlp,2015-12-01T11:11:33Z,2558,"['awesome', 'awesome-list', 'deep-learning', 'language', 'machine-learning', 'natural-language-processing', 'nlp', 'text-mining']",['Machine Learning']
stable-diffusion-webui-colab,2022-10-05T02:45:59Z,2555,"['ai', 'ai-art', 'colab', 'colab-notebook', 'colaboratory', 'deep-learning', 'dreambooth', 'gradio', 'image-generation', 'img2img', 'lora', 'pytorch', 'stable-diffusion', 'stable-diffusion-web-ui', 'stable-diffusion-webui', 't2v', 'text2video', 'texttovideo', 'txt2img']",['Machine Learning']
the-gan-zoo,2017-04-14T16:45:24Z,2542,"['gan', 'generative-adversarial-network', 'machine-learning']",['Machine Learning']
Machine-Learning-Collection,2020-03-26T07:02:40Z,2542,"['machine-learning', 'machine-learning-algorithms', 'pytorch', 'pytorch-examples', 'pytorch-gan', 'pytorch-implementation', 'pytorch-tutorial', 'pytorch-tutorials', 'tensorflow-examples', 'tensorflow-tutorials', 'tensorflow2']",['Machine Learning']
scikit-learn-videos,2015-04-06T02:08:42Z,2538,"['data-science', 'jupyter-notebook', 'machine-learning', 'python', 'scikit-learn', 'tutorial']","['Machine Learning', 'Beginner']"
OpenBBTerminal,2020-12-20T10:46:38Z,2523,"['artificial-intelligence', 'crypto', 'cryptocurrency', 'economics', 'finance', 'hacktoberfest', 'investment', 'investment-research', 'machine-learning', 'openbb', 'python', 'quantitative-finance', 'stocks']",['Machine Learning']
EasyPR,2014-09-19T11:46:04Z,2507,"['artificial-intelligence', 'artificial-neural-networks', 'chinese-characters', 'computer-vision', 'datasets', 'machine-learning', 'opencv', 'opencv3', 'plate-recognition', 'supervised-learning', 'support-vector-machines', 'unconstrained-situation']",['Machine Learning']
leedl-tutorial,2019-07-02T01:05:11Z,2502,"['bert', 'chatgpt', 'cnn', 'deep-learning', 'diffusion', 'gan', 'leedl-tutorial', 'machine-learning', 'network-compression', 'pruning', 'reinforcement-learning', 'rnn', 'self-attention', 'transfer-learning', 'transformer', 'tutorial']","['Machine Learning', 'Beginner']"
pwc,2018-09-02T12:06:52Z,2497,"['code', 'cvpr', 'eccv', 'iccv', 'icml', 'machine-learning', 'nips', 'paper']",['Machine Learning']
datasets,2020-03-26T09:23:22Z,2496,"['computer-vision', 'datasets', 'deep-learning', 'hacktoberfest', 'machine-learning', 'natural-language-processing', 'nlp', 'numpy', 'pandas', 'pytorch', 'speech', 'tensorflow']",['Machine Learning']
faceai,2018-04-17T08:44:17Z,2487,"['dlib', 'keras', 'opencv', 'tensorflow', 'tesseract-ocr']",['Machine Learning']
eat_tensorflow2_in_30_days,2020-02-15T09:00:37Z,2468,"['tensorflow', 'tensorflow-examples', 'tensorflow-tutorial', 'tensorflow2']",['Machine Learning']
CVPR2024-Papers-with-Code,2020-02-26T06:04:25Z,2467,"['computer-vision', 'cvpr', 'cvpr2020', 'cvpr2021', 'cvpr2022', 'cvpr2023', 'cvpr2024', 'deep-learning', 'image-processing', 'image-segmentation', 'machine-learning', 'object-detection', 'paper', 'python', 'semantic-segmentation', 'transformer', 'transformers', 'visual-tracking']",['Machine Learning']
Virgilio,2019-03-12T18:45:36Z,2457,"['business-intelligence', 'computer-vision', 'data-science', 'datascience', 'guide', 'guidelines', 'hacktoberfest', 'learning', 'learning-python', 'machine-learning', 'machine-vision', 'nlp', 'path', 'python', 'scikit-learn', 'statistics', 'study', 'studypath', 'tensorflow', 'virgilio']",['Machine Learning']
MachineLearningNotebooks,2018-08-17T17:29:14Z,2455,"['azure', 'azure-machine-learning', 'azure-ml', 'azureml', 'data-science', 'deep-learning', 'machine-learning', 'notebook']",['Machine Learning']
qlib,2020-08-14T06:46:00Z,2440,"['algorithmic-trading', 'auto-quant', 'deep-learning', 'finance', 'fintech', 'investment', 'machine-learning', 'paper', 'platform', 'python', 'quant', 'quant-dataset', 'quant-models', 'quantitative-finance', 'quantitative-trading', 'research', 'research-paper', 'stock-data']",['Machine Learning']
DeepLearning.ai-Summary,2017-11-12T15:08:34Z,2435,"['andrew-ng', 'coursera', 'deep-learning', 'neural-network']",['Machine Learning']
pytorch-deep-learning,2021-10-19T00:49:19Z,2422,"['deep-learning', 'machine-learning', 'pytorch']",['Machine Learning']
tensorflow_cookbook,2016-06-10T13:23:57Z,2420,"['classification', 'cnn', 'genetic-algorithm', 'kmeans-clustering', 'linear-regression', 'machine-learning', 'neural-network', 'nlp', 'ode', 'packtpub', 'regression', 'rnn', 'svm', 'tensorboard', 'tensorflow', 'tensorflow-algorithms', 'tensorflow-cookbook']",['Machine Learning']
ISLR-python,2015-06-14T16:14:00Z,2419,"['islr', 'islr-python', 'machine-learning', 'predictive-modeling', 'statistical-learning']",['Machine Learning']
AI-Expert-Roadmap,2020-10-24T21:49:40Z,2418,"['ai', 'ai-roadmap', 'artificial-intelligence', 'data-analysis', 'data-science', 'deep-learning', 'machine-learning', 'neural-network', 'roadmap', 'study-plan']",['Machine Learning']
tflearn,2016-03-31T12:05:53Z,2416,"['data-science', 'deep-learning', 'machine-learning', 'neural-network', 'tensorflow', 'tflearn']",['Machine Learning']
imgaug,2015-07-10T20:31:33Z,2412,"['affine-transformation', 'augment-images', 'augmentation', 'bounding-boxes', 'contrast', 'crop', 'deep-learning', 'heatmap', 'image-augmentation', 'images', 'keypoints', 'machine-learning', 'polygon', 'segmentation-maps']",['Machine Learning']
tensorflow-deep-learning,2020-11-23T23:11:42Z,2396,"['curriculum', 'deep-learning', 'deep-neural-networks', 'tensorflow', 'tensorflow-course', 'tensorflow-tutorials', 'tensorflow2']",['Machine Learning']
CVPR2024-Paper-Code-Interpretation,2019-02-26T07:53:48Z,2348,"['computer-vision', 'cvpr2019', 'cvpr2020', 'cvpr2021', 'cvpr2022', 'deep-learning', 'image-classification', 'image-segmentation', 'machine-learning', 'object-detection', 'papers']",['Machine Learning']
cookiecutter-data-science,2015-10-30T19:19:57Z,2344,"['ai', 'cookiecutter', 'cookiecutter-data-science', 'cookiecutter-template', 'data-science', 'machine-learning']",['Machine Learning']
fastai-v3,2018-12-31T23:39:49Z,2341,"['fastai', 'machine-learning', 'model-deployment', 'render']",['Machine Learning']
Pytorch-UNet,2017-08-16T12:17:08Z,2339,"['convolutional-networks', 'convolutional-neural-networks', 'deep-learning', 'kaggle', 'pytorch', 'pytorch-unet', 'semantic-segmentation', 'tensorboard', 'unet', 'wandb', 'weights-and-biases']",['Machine Learning']
mojo,2023-04-28T22:17:24Z,2329,"['ai', 'language', 'machine-learning', 'modular', 'mojo', 'programming-language']",['Machine Learning']
kubeflow,2017-11-30T18:44:19Z,2283,"['google-kubernetes-engine', 'jupyter', 'kubeflow', 'kubernetes', 'machine-learning', 'minikube', 'ml', 'notebook', 'tensorflow']",['Machine Learning']
paper-reading,2021-10-22T06:34:51Z,2270,"['deep-learning', 'paper', 'reading-list']",['Machine Learning']
nmap,2012-03-09T14:47:43Z,2268,"['asynchronous', 'c-plus-plus', 'libpcap', 'linux', 'lua', 'machine-learning', 'netcat', 'network-discovery', 'nmap', 'osx', 'pcre', 'ping', 'port-scanner', 'security', 'service-discovery', 'socket', 'windows']",['Machine Learning']
awesome-kubernetes,2015-10-15T12:14:48Z,2248,"['aws', 'azure', 'books', 'cloud-providers', 'deploy-kubernetes', 'docker', 'enterprise-kubernetes-products', 'google-cloud', 'google-kubernetes', 'kubernetes', 'kubernetes-cluster', 'kubernetes-sources', 'machine-learning', 'meetup', 'minikube', 'monitoring-kubernetes', 'resource', 'schedule']",['Machine Learning']
best-of-ml-python,2020-11-29T19:41:36Z,2246,"['automl', 'chatgpt', 'data-analysis', 'data-science', 'data-visualization', 'data-visualizations', 'deep-learning', 'gpt', 'gpt-3', 'jax', 'keras', 'machine-learning', 'ml', 'nlp', 'python', 'pytorch', 'scikit-learn', 'tensorflow', 'transformer']",['Machine Learning']
TensorFlow-2.x-Tutorials,2019-01-30T03:00:09Z,2241,"['artificial-intelligence', 'computer-vision', 'deep-learning', 'machine-learning', 'neural-network', 'nlp', 'tensorflow', 'tensorflow-2', 'tensorflow-examples', 'tensorflow-tutorials']",['Machine Learning']
allennlp,2017-05-15T15:52:41Z,2240,"['data-science', 'deep-learning', 'natural-language-processing', 'nlp', 'python', 'pytorch']",['Machine Learning']
OpenNMT-py,2017-02-22T19:01:50Z,2227,"['deep-learning', 'language-model', 'llms', 'machine-translation', 'neural-machine-translation', 'pytorch']",['Machine Learning']
horovod,2017-08-09T19:39:59Z,2209,"['baidu', 'deep-learning', 'deeplearning', 'keras', 'machine-learning', 'machinelearning', 'mpi', 'mxnet', 'pytorch', 'ray', 'spark', 'tensorflow', 'uber']",['Machine Learning']
NYU-DLSP20,2018-07-09T11:40:25Z,2195,"['deep-learning', 'jupyter-notebook', 'neural-nets', 'pytorch']",['Machine Learning']
serving,2016-01-26T21:48:20Z,2188,"['cpp', 'deep-learning', 'deep-neural-networks', 'machine-learning', 'ml', 'neural-network', 'python', 'serving', 'tensorflow']",['Machine Learning']
mit-deep-learning,2017-01-08T00:52:01Z,2183,"['artificial-intelligence', 'data-science', 'deep-learning', 'deep-reinforcement-learning', 'deep-rl', 'deeplearning', 'jupyter-notebooks', 'machine-learning', 'mit', 'neural-networks', 'segmentation', 'self-driving-cars', 'tensorflow', 'tensorflow-tutorials']",['Machine Learning']
Interview,2017-10-13T09:57:07Z,2181,"['interview', 'kaggle', 'leetcode', 'machine-learning', 'python']",['Machine Learning']
Open3D,2016-12-02T16:40:38Z,2180,"['3d', '3d-perception', 'arm', 'computer-graphics', 'cpp', 'cuda', 'gpu', 'gui', 'machine-learning', 'mesh-processing', 'odometry', 'opengl', 'pointcloud', 'python', 'pytorch', 'reconstruction', 'registration', 'rendering', 'tensorflow', 'visualization']",['Machine Learning']
jina,2020-02-13T17:04:44Z,2174,"['cloud-native', 'cncf', 'deep-learning', 'docker', 'fastapi', 'framework', 'generative-ai', 'grpc', 'jaeger', 'kubernetes', 'llmops', 'machine-learning', 'microservice', 'mlops', 'multimodal', 'neural-search', 'opentelemetry', 'orchestration', 'pipeline', 'prometheus']",['Machine Learning']
DeepCTR,2017-10-07T07:40:37Z,2170,"['autoint', 'click-through-rate', 'ctr', 'deep-learning', 'deepcross', 'deepfm', 'deepinterestevolutionnetwork', 'deepinterestnetwork', 'dien', 'din', 'esmm', 'factorization-machines', 'ffm', 'fgcnn', 'mlr', 'mmoe', 'nfm', 'ple', 'recommendation', 'xdeepfm']",['Machine Learning']
PRMLT,2012-09-10T08:19:18Z,2159,"['algorithms', 'machine-learning', 'machine-learning-algorithms', 'matlab', 'prml']",['Machine Learning']
ImageAI,2018-03-19T23:12:33Z,2157,"['ai-practice-recommendations', 'algorithm', 'artificial-intelligence', 'artificial-neural-networks', 'densenet', 'detection', 'gpu', 'image-prediction', 'image-recognition', 'imageai', 'inceptionv3', 'machine-learning', 'object-detection', 'offline-capable', 'prediction', 'python', 'python3', 'squeezenet', 'video']",['Machine Learning']
zhihu,2017-05-25T13:38:51Z,2141,"['autoencoder', 'convolutional-neural-networks', 'deep-learning', 'gan', 'machine-translation', 'natural-language-processing', 'recurrent-neural-networks', 'style-transfer', 'tensorflow-examples']",['Machine Learning']
awesome-production-machine-learning,2018-08-15T14:28:41Z,2118,"['awesome', 'awesome-list', 'data-mining', 'deep-learning', 'explainability', 'interpretability', 'large-scale-machine-learning', 'large-scale-ml', 'machine-learning', 'machine-learning-operations', 'ml-operations', 'ml-ops', 'mlops', 'privacy-preserving', 'privacy-preserving-machine-learning', 'privacy-preserving-ml', 'production-machine-learning', 'production-ml', 'responsible-ai']",['Machine Learning']
YOLOX,2021-07-17T02:01:45Z,2114,"['deep-learning', 'megengine', 'ncnn', 'object-detection', 'onnx', 'openvino', 'pytorch', 'tensorrt', 'yolo', 'yolov3', 'yolox']",['Machine Learning']
tesseract.js,2015-06-24T02:49:52Z,2107,"['deep-learning', 'javascript', 'ocr', 'tesseract', 'webassembly']","['Machine Learning', 'Web Programming']"
darkflow,2016-08-16T05:54:02Z,2090,"['convolutional-networks', 'convolutional-neural-networks', 'darknet', 'deep-learning', 'deep-neural-networks', 'graph', 'image-processing', 'machine-learning', 'mobile-development', 'object-detection', 'real-time', 'tensorflow']",['Machine Learning']
espnet,2017-12-13T00:45:11Z,2078,"['chainer', 'deep-learning', 'end-to-end', 'kaldi', 'machine-translation', 'pytorch', 'singing-voice-synthesis', 'speaker-diarization', 'speech-enhancement', 'speech-recognition', 'speech-separation', 'speech-synthesis', 'speech-translation', 'spoken-language-understanding', 'voice-conversion']",['Machine Learning']
gradio,2018-12-19T08:24:04Z,2078,"['data-analysis', 'data-science', 'data-visualization', 'deep-learning', 'deploy', 'gradio', 'gradio-interface', 'hacktoberfest', 'interface', 'machine-learning', 'models', 'python', 'python-notebook', 'ui', 'ui-components']",['Machine Learning']
PaddleHub,2018-12-21T06:00:48Z,2077,"['awesome', 'deep-learning', 'model', 'nlp', 'text2image', 'vision']",['Machine Learning']
flair,2018-06-11T11:04:18Z,2067,"['machine-learning', 'named-entity-recognition', 'natural-language-processing', 'nlp', 'pytorch', 'semantic-role-labeling', 'sequence-labeling', 'word-embeddings']",['Machine Learning']
the-incredible-pytorch,2017-02-11T08:33:11Z,2063,"['deep-learning', 'deep-learning-library', 'deep-learning-tutorial', 'deep-neural-networks', 'python', 'pytorch']",['Machine Learning']
Data-Analysis-and-Machine-Learning-Projects,2015-02-12T23:03:58Z,2042,"['data-analysis', 'data-science', 'evolutionary-algorithm', 'ipython-notebook', 'machine-learning', 'python']",['Machine Learning']
clip-as-service,2018-11-12T10:48:50Z,2042,"['bert', 'bert-as-service', 'clip-as-service', 'clip-model', 'cross-modal-retrieval', 'cross-modality', 'deep-learning', 'image2vec', 'multi-modality', 'neural-search', 'onnx', 'openai', 'pytorch', 'sentence-encoding', 'sentence2vec']",['Machine Learning']
DeepLearningFlappyBird,2016-03-15T03:52:16Z,2037,"['deep-learning', 'deep-reinforcement-learning', 'game']",['Machine Learning']
Ai-Learn,2020-01-28T01:55:06Z,2036,"['algorithm', 'artificial-intelligence', 'caffe', 'cv', 'data-analysis', 'data-mining', 'data-science', 'deep-learning', 'keras', 'machine-learning', 'mathematics', 'matplotlib', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'seaborn', 'tensorflow', 'tensorflow2']",['Machine Learning']
generative-models,2016-12-07T11:28:16Z,2025,"['gan', 'generative-model', 'machine-learning', 'pytorch', 'rbm', 'restricted-boltzmann-machine', 'tensorflow', 'vae']",['Machine Learning']
coursera-deep-learning-specialization,2020-06-24T05:59:01Z,2018,"['andrew-ng', 'andrew-ng-course', 'cnns', 'convolutional-neural-network', 'convolutional-neural-networks', 'coursera', 'coursera-assignment', 'coursera-machine-learning', 'coursera-specialization', 'deep-learning', 'hyperparameter-optimization', 'hyperparameter-tuning', 'neural-machine-translation', 'neural-network', 'neural-networks', 'neural-style-transfer', 'recurrent-neural-network', 'recurrent-neural-networks', 'regularization', 'rnns']",['Machine Learning']
label-studio,2019-06-19T02:00:44Z,2007,"['annotation', 'annotation-tool', 'annotations', 'boundingbox', 'computer-vision', 'data-labeling', 'dataset', 'datasets', 'deep-learning', 'image-annotation', 'image-classification', 'image-labeling', 'image-labelling-tool', 'label-studio', 'labeling', 'labeling-tool', 'mlops', 'semantic-segmentation', 'text-annotation', 'yolo']",['Machine Learning']
framework,2012-04-08T13:35:01Z,1986,"['c-sharp', 'computer-vision', 'ffmpeg', 'framework', 'image-processing', 'machine-learning', 'neural-network', 'nuget', 'statistics', 'support-vector-machines', 'unity3d', 'visual-studio']",['Machine Learning']
h2o-3,2014-03-03T16:08:07Z,1983,"['automl', 'big-data', 'data-science', 'deep-learning', 'distributed', 'ensemble-learning', 'gbm', 'gpu', 'h2o', 'h2o-automl', 'hadoop', 'java', 'machine-learning', 'naive-bayes', 'opensource', 'pca', 'python', 'r', 'random-forest', 'spark']",['Machine Learning']
openvino,2018-10-15T10:54:40Z,1983,"['ai', 'computer-vision', 'deep-learning', 'deploy-ai', 'diffusion-models', 'generative-ai', 'good-first-issue', 'inference', 'llm-inference', 'natural-language-processing', 'nlp', 'openvino', 'optimize-ai', 'performance-boost', 'recommendation-system', 'speech-recognition', 'stable-diffusion', 'transformers', 'yolo']",['Machine Learning']
HyperLPR,2017-09-24T05:44:38Z,1981,"['android', 'cpp', 'deep-learning', 'plate-recognition', 'tensorflow']",['Machine Learning']
PySyft,2017-07-18T20:41:16Z,1974,"['cryptography', 'deep-learning', 'federated-learning', 'hacktoberfest', 'privacy', 'python', 'pytorch', 'secure-computation', 'syft']",['Machine Learning']
TensorRT,2019-05-02T22:02:08Z,1964,"['deep-learning', 'gpu-acceleration', 'inference', 'nvidia', 'tensorrt']",['Machine Learning']
caffe2,2015-06-25T18:23:47Z,1954,"['ai', 'artificial-intelligence', 'caffe2', 'deep-learning', 'deep-neural-networks', 'machine-learning', 'ml']",['Machine Learning']
awesome-object-detection,2018-04-06T15:58:50Z,1951,"['computer-vision', 'deep-learning', 'detection', 'object-detection', 'object-localisation']",['Machine Learning']
AdversarialNetsPapers,2016-09-24T10:16:42Z,1936,"['adversarial-networks', 'deep-learning', 'gan', 'image-translation']",['Machine Learning']
vowpal_wabbit,2009-07-31T19:36:58Z,1929,"['active-learning', 'c-plus-plus', 'contextual-bandits', 'cpp', 'learning-to-search', 'machine-learning', 'online-learning', 'reinforcement-learning']",['Machine Learning']
CycleGAN,2017-03-30T15:56:21Z,1923,"['computer-graphics', 'computer-vision', 'cyclegan', 'deep-learning', 'gan', 'gans', 'generative-adversarial-network', 'image-generation', 'image-manipulation', 'pix2pix', 'torch']",['Machine Learning']
